"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","threshold"
0.918147268767582,0.918143104929387,2.15662464255148,220505.030652964,0,3,-86008.1387974292,172024.277594858,172058.595447425,182859.889537792,39316,39319,0.936,-0.0135,2.15654236684071,1,0.87
0.948408386994768,0.94840503536656,0.851876073651467,282969.448920504,0,3,-38750.284023392,77508.5680467841,77541.9076978333,22341.179921855,30786,30789,0.804,0.0106,0.851834570347082,2,0.87
0.804688916824937,0.804680735742014,1.82412587675771,98359.7066972437,0,3,-96455.3829194998,192918.765839,192953.860776383,158875.049175134,47747,47750,0.842,0.0039,1.82406857347409,3,0.87
0.942472712139612,0.942470894388199,1.65948001831657,518482.728228473,0,3,-121875.181137173,243758.362274347,243794.584710395,174306.450474796,63295,63298,0.614,0.0187,1.65944069243705,4,0.87
0.907439439406686,0.907434010316382,1.12074176889804,167143.920729043,0,3,-52272.9217529371,104553.843505874,104587.591833828,42829.2059138224,34098,34101,0.728,0.0104,1.12069246976815,5,0.87
0.97608049942756,0.976079905515765,1.26132750560043,1643477.21036823,0,3,-132998.171013689,266004.342027378,266041.528660248,128149.19605567,80549,80552,0.802,0.0194,1.26130401755699,6,0.87
0.963499738230967,0.963498328110556,1.11261791074295,683274.797645374,0,3,-78984.6717788076,157977.343557615,158012.761976581,64085.8087957763,51769,51772,0.571,0.0188,1.11258567418566,7,0.87
0.927490301538425,0.927489381679767,2.32527791482028,1008296.53895352,0,3,-356741.306638319,713490.613276637,713530.485984902,852422.152807974,157654,157657,0.743,0.0176,2.3252557912643,8,0.87
0.91001212049579,0.91001036288569,2.75890995563881,517755.400104569,0,3,-249219.410942755,498446.82188551,498484.968492539,779410.99310798,102398,102401,0.619,0.0176,2.75886954201742,9,0.87
0.922352008156125,0.922346904268667,2.06342356125446,180715.585076526,0,3,-65219.2728860149,130446.54577203,130479.838509001,129549.548864872,30427,30430,0.944,-0.0135,2.06332184545983,10,0.87
0.943916339369285,0.943911755311038,0.793740373280855,205912.815321633,0,3,-29069.7596641587,58147.5193283174,58179.9404678607,15416.0518771273,24469,24472,0.8,0.0104,0.793691719838099,11,0.87
0.799125759435106,0.799115052423723,1.77442888129161,74635.7438893149,0,3,-74763.9533939082,149535.906787816,149570.037838442,118141.688706372,37522,37525,0.854,0.0038,1.77435795000523,12,0.87
0.942746790530492,0.942744477456418,1.6372530647784,407573.10857199,0,3,-94653.8249695657,189315.649939131,189350.889416542,132700.303497643,49504,49507,0.625,0.0187,1.63720345731273,13,0.87
0.90207407623687,0.902066752482194,1.08443936333403,123170.98486136,0,3,-40116.0446022756,80240.0892045513,80272.8656158271,31448.8255311553,26742,26745,0.726,0.0103,1.084378540576,14,0.87
0.978112862722134,0.978112192878606,1.20284616826157,1460210.96243437,0,3,-104800.471792123,209608.943584246,209645.293818744,94550.9224091753,65350,65353,0.811,0.0195,1.20281855988921,15,0.87
0.964738234998727,0.964736492945767,1.07851415187108,553793.860943203,0,3,-60505.7517165141,121019.503433028,121053.938279085,47089.5331421527,40483,40486,0.587,-0.0187,1.07847419234932,16,0.87
0.929951006495949,0.929949858471735,2.25729438970278,810044.766169011,0,3,-272519.990589547,545047.981179094,545086.82949732,621809.354188304,122034,122037,0.76,0.0175,2.25726664432725,17,0.87
0.914846636692305,0.914844477850319,2.64589528485671,423767.298624486,0,3,-188701.671472136,377411.342944272,377448.446234,552276.101487586,78888,78891,0.625,0.0177,2.64584497644816,18,0.87
0.925152261181752,0.925146386393571,2.00055833729247,157478.403084536,0,3,-53830.0055821959,107668.011164392,107700.594388725,101980.915913658,25481,25484,0.949,-0.0135,2.00044058003982,19,0.87
0.940419164284715,0.940413390668192,0.766112428249884,162882.16587312,0,3,-23788.6564419382,47585.3128838764,47617.0532163329,12113.6122078661,20639,20642,0.797,0.0103,0.766056754846195,1,0.9
0.795718906148611,0.79570607442161,1.74616506392748,62011.8325541251,0,3,-62931.7481105283,125871.496221057,125904.970512483,97083.1029865103,31840,31843,0.86,0.0037,1.74608280693881,2,0.9
0.942661017955243,0.942658264582756,1.62798058174793,342365.961146548,0,3,-79400.7338447407,158809.467689481,158844.016204177,110385.860259937,41650,41653,0.629,0.0188,1.62792195416182,3,0.9
0.899018254486227,0.899009220513645,1.06586038856358,99515.2737509016,0,3,-33150.6561177726,66309.3122355452,66341.3721723594,25397.7208729716,22356,22359,0.724,0.0102,1.06578888070475,4,0.9
0.978801334750265,0.978800576436359,1.18035256619377,1290760.10166656,0,3,-88606.7224308506,177221.444861701,177257.171070462,77895.6112128849,55910,55913,0.813,0.0195,1.18032089998735,5,0.9
0.965616240372705,0.965614201003806,1.05975533541901,473487.774145553,0,3,-49806.5817828426,99621.1635656852,99654.8673071897,37870.303828402,33720,33723,0.594,-0.0188,1.05970819642312,6,0.9
0.93095650295408,0.930955131478745,2.23170419796395,678799.304137144,0,3,-223697.436472685,447402.87294537,447440.952072993,501462.00770563,100685,100688,0.767,0.0175,2.23167095089148,7,0.9
0.917418216875054,0.917415674762939,2.59303281163068,360888.180861912,0,3,-154101.669115814,308211.338231628,308247.665201504,436853.254786863,64971,64974,0.629,0.0178,2.59297294777567,8,0.9
0.933063439496321,0.933053727284988,1.82671053064767,96071.1631523877,0,3,-27868.3048621639,55744.6097243278,55774.7356499205,45995.4348645468,13784,13787,0.96,-0.0135,1.82651177712121,9,0.9
0.930750202300144,0.930737728230487,0.697256214818094,74614.7991718966,0,3,-11752.3815681411,23512.7631362822,23542.0240994094,5397.90364172456,11103,11106,0.786,0.0103,0.6971620355491,10,0.9
0.785560476468915,0.785536785420632,1.69811784141338,33158.5359623673,0,3,-35277.2988703176,70562.5977406351,70593.8137352513,52201.8868928184,18103,18106,0.873,0.0037,1.69797715422229,11,0.9
0.942146466938736,0.942141253734585,1.61101478444627,180723.109957359,0,3,-42081.5307758596,84171.0615517192,84203.0925816141,57604.2068694606,22195,22198,0.63,0.0188,1.61090591861021,12,0.9
0.893465401351844,0.893447031734007,1.01758023708464,48638.2138844216,0,3,-16663.2184340696,33334.4368681391,33363.8725992432,12010.4111817617,11599,11602,0.716,0.0102,1.01744866761048,13,0.9
0.980151247635887,0.980149942912797,1.11855650386965,751233.158475198,0,3,-46584.6158381445,93177.2316762891,93210.5242818093,38068.0574163738,30426,30429,0.809,0.0195,1.1185013631778,14,0.9
0.969962774227975,0.9699592427218,0.988712264647257,274659.798438501,0,3,-23947.1784140478,47902.3568280957,47933.3239953498,16629.1360898513,17011,17014,0.616,0.0188,0.988625093272014,15,0.9
0.930876789100709,0.930873918952645,2.22364109737556,324330.580981977,0,3,-106843.63125717,213695.262514339,213730.392481138,238165.571851903,48167,48170,0.78,0.0173,2.22357185275068,16,0.9
