"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","Sample_id","threshold"
"1",0.857109688520999,0.857107901308608,3.18726683229861,479579.087990562,0,3,-412252.524828581,824513.049657161,824552.979022848,1624401.78666688,159903,159906,0.816,0.0137,3.18723693396664,"WildType_AT_wildtype_101",1,0.4
"2",0.960992689387979,0.960992020962416,1.46275604509135,1437695.89583887,0,3,-210002.833462296,420013.666924592,420052.336954513,249727.72255103,116714,116717,0.811,0.0115,1.46273724621744,"WildType_AT_wildtype_102",2,0.4
"3",0.802424816386284,0.802422347591427,2.24968401408725,325026.931297863,0,3,-356891.041632358,713790.083264715,713830.016505801,810066.048651825,160058,160061,0.734,0.0041,2.24966293123863,"WildType_AT_wildtype_103",3,0.4
"4",0.920729465579153,0.920728684230708,2.28532087692954,1178385.22874356,0,3,-455621.739913256,911251.479826511,911292.361897751,1059720.66632711,202907,202910,0.563,0.0188,2.28530398276963,"WildType_AT_wildtype_104",4,0.4
"5",0.927140484167321,0.927139198690939,1.64526198926376,721242.72171666,0,3,-217293.191625663,434594.383251327,434632.93658211,306847.298055492,113358,113361,0.745,0.0119,1.64524021890789,"WildType_AT_wildtype_105",5,0.4
"6",0.937250641997779,0.937250047743795,2.12105292323629,1577188.65685111,0,3,-458460.556574666,916929.113149332,916970.155203257,950101.909017798,211187,211190,0.66,0.0193,2.12103785817316,"WildType_AT_wildtype_106",6,0.4
"7",0.945759261279982,0.945758604131118,1.80484360539875,1439185.71886282,0,3,-331716.330353885,663440.660707771,663480.717498167,537738.311966303,165079,165082,0.559,0.0193,1.80482720580517,"WildType_AT_wildtype_107",7,0.4
"8",0.896274797920843,0.896274314730783,2.9457163242195,1854911.50005996,0,3,-1073038.90819517,2146085.81639035,2146129.69638941,3725444.83729176,429335,429338,0.618,0.0174,2.94570603260263,"WildType_AT_wildtype_108",8,0.4
"9",0.865523719566446,0.86552288624067,3.60285907101438,1038637.88280945,0,3,-871635.831469249,1743279.6629385,1743322.40145934,4189434.62510043,322746,322749,0.548,0.0163,3.60284232641977,"WildType_AT_wildtype_109",9,0.4
"10",0.899144420321259,0.899143539763359,2.99781139812859,1021107.6635914,0,3,-576539.275530666,1153086.55106133,1153127.91828029,2058641.01280255,229072,229075,0.099,-0.0181,2.99779176817412,"WildType_AT_wildtype_110",10,0.4
"11",0.937707986803185,0.937707147926949,2.20925918279296,1117814.46045174,0,3,-328455.859015529,656919.718031058,656959.35182296,724866.132047897,148513,148516,0.543,0.0246,2.20923686933509,"WildType_AT_wildtype_111",11,0.4
"12",0.882357764102099,0.882356855046598,2.66202907133868,970631.346111095,0,3,-620670.281324237,1241348.56264847,1241390.41829367,1834122.99056948,258823,258826,0.742,0.0173,2.66201364377276,"WildType_AT_wildtype_112",12,0.4
"13",0.889823776295903,0.889823138844041,2.87904207798366,1395907.40714052,0,3,-856039.12465617,1712086.24931234,1712129.26238742,2865276.30793133,345677,345680,0.821,0.0125,2.87902958500609,"WildType_AT_wildtype_113",13,0.4
"14",0.876488249057677,0.876487048031301,2.76689498321768,729782.681510275,0,3,-501171.609097152,1002351.2181943,1002392.15450167,1574603.02308501,205677,205680,0.514,0.0191,2.76687480450507,"WildType_AT_wildtype_114",14,0.4
"15",0.937339822928194,0.937339016366343,1.92649919425028,1162142.52124115,0,3,-322354.454689244,644716.909378489,644756.723868779,576662.353622971,155376,155379,0.67,0.0109,1.92648059609519,"WildType_AT_wildtype_115",15,0.4
"16",0.885062204951842,0.885060442007588,2.26870738792766,502036.410398911,0,3,-291844.146979843,583696.293959685,583735.407284698,671137.10161721,130393,130396,0.503,0.0118,2.26868128988281,"WildType_AT_wildtype_116",16,0.4
