"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","threshold","Sample_id"
"1",0.34618268694911,0.345562366917753,4.76547170462336,558.071107572464,3.09786853948029e-195,3,-6289.98624276927,12587.9724855385,12610.5921537299,47872.0909564289,2108,2111,0.232,-0.0096,4.76208432944972,"YouToo_AT_01",0.83,1
"2",0.145947015477355,0.145031140963121,4.10655343784997,159.35263314922,1.28703303148449e-64,3,-5287.78306763058,10583.5661352612,10605.6966297363,31450.951822216,1865,1868,0.12,-0.0084,4.1032545592044,"YouToo_AT_02",0.83,2
"3",0.357384750354882,0.356610048426437,2.60242052964711,461.319040566013,4.95880731794145e-160,3,-3946.38106563828,7900.76213127656,7922.42523917822,11235.7311451806,1659,1662,0.6,-0.01,2.60007071379129,"YouToo_AT_03",0.83,3
"4",1.45308769127169e-07,-0.000718245391440275,6.98107236409411,0.000202269836016601,0.99979775063384,3,-9368.78635977245,18745.5727195449,18769.3036036548,135679.273845969,2784,2787,0.216,0,6.97731404760956,"YouToo_AT_04",0.83,4
"5",0.0899319260962905,0.0882636069873927,6.20142511462782,53.9057100147402,4.7293458746139e-23,3,-3547.12505526803,7102.25011053606,7122.24049446799,41957.3217364993,1091,1094,0.148,0.0049,6.19291640934279,"YouToo_AT_05",0.83,5
"6",0.679385752636607,0.679218155016448,3.84990891359076,4053.67183611385,0,3,-10593.2965499064,21194.5930998128,21219.5945356187,56708.2016079097,3826,3829,0.58,-0.0127,3.84840042705198,"YouToo_AT_06",0.83,6
"7",0.750782702041247,0.750233160039132,2.52485458378125,1366.19712260927,2.22949246493452e-274,3,-2132.55854538457,4273.11709076914,4292.37086916718,5782.02583700177,907,910,0.559,0.0147,2.52068929980587,"YouToo_AT_112",0.83,7
"8",0.766571458110141,0.76600072817887,2.45344594002759,1343.14220458517,3.75810149701118e-259,3,-1900.28798688815,3808.57597377629,3827.4180662141,4923.86673016176,818,821,0.628,-0.0129,2.44895929328616,"YouToo_AT_152",0.83,8
"9",0.725865247675548,0.725360395461323,3.23112798007026,1437.77768468163,6.52384390304136e-306,3,-2820.93527420288,5649.87054840577,5669.8426088975,11338.0441936219,1086,1089,0.763,-0.0146,3.2266743211925,"YouToo_AT_172",0.83,9
"10",0.854789658700105,0.854441432461976,1.39425321818307,2454.6963011525,0,3,-1464.33329419856,2936.66658839712,2955.58588467907,1621.24765836916,834,837,0.488,-0.013,1.39175231353613,"YouToo_AT_19",0.83,10
"11",0.944095333415445,0.944043974052482,1.11992330802894,18382.1464862581,0,3,-3338.69222274278,6685.38444548555,6708.13276610868,2730.45482594134,2177,2180,0.783,-0.0136,1.1191524533032,"YouToo_AT_21",0.83,11
"12",0.497609418099385,0.493699763765528,3.58515836554519,127.277087846405,3.83558288213462e-39,3,-699.383986004608,1406.76797200922,1421.01069853328,3303.31365005194,257,260,0.065,-0.0091,3.5644147486228,"YouToo_AT_24",0.83,12
"13",0.132999368070393,0.131463494497445,8.41107311993391,86.5952578473239,1.02791975897144e-35,3,-4015.38597150208,8038.77194300415,8058.8989080392,79872.4045115996,1129,1132,0.137,-0.0132,8.39992031089155,"YouToo_AT_317",0.83,13
"14",0.725402942449563,0.724907726836307,4.96021423232491,1464.82243901831,5.71301068241731e-312,3,-3357.16883406299,6722.33766812599,6742.39333002523,27285.5312806895,1109,1112,0.317,0.023,4.95351877699089,"YouToo_AT_318",0.83,14
"15",0.649893942086432,0.649567045673815,5.20862035963759,1988.07303170516,0,3,-6582.04780986707,13172.0956197341,13194.7791990596,58111.8732008804,2142,2145,0.144,-0.0225,5.20497669332273,"YouToo_AT_319",0.83,15
"16",0.216339035570928,0.215886966944202,8.55543950757454,478.553526569265,2.95978054244788e-184,3,-12370.8045243351,24749.6090486702,24774.2166881619,253768.955096649,3467,3470,0.031,-0.0124,8.55174039109079,"YouToo_AT_320",0.83,16
"17",0.525156384146211,0.522764224872389,3.21453828598561,219.532365546473,6.24158337143208e-65,3,-1033.14325396978,2074.28650793956,2090.25236612799,4102.30278765073,397,400,0.306,0.0139,3.20246108003311,"YouToo_AT_321",0.83,17
"18",0.909666170809419,0.909325288435115,1.95165610420194,2668.56323289384,1.99692300376243e-277,3,-1111.1955328538,2230.39106570761,2247.50515140427,2018.74962100642,530,533,0.728,0.013,1.94615588818065,"YouToo_AT_323",0.83,18
"19",0.0605738489820822,0.0596230127968415,7.62305322830559,63.7058727069178,1.54274384441424e-27,3,-6826.27745378612,13660.5549075722,13682.9162953546,114827.218470643,1976,1979,0.095,-0.0101,7.6172730784324,"YouToo_AT_324",0.83,19
"20",0.033972055612317,0.0325215632033266,8.14007771371924,23.4210502597254,1.00724052790814e-10,3,-4692.00888959607,9392.01777919214,9412.80452547548,88259.4724269377,1332,1335,0.027,-0.0072,8.13092641491407,"YouToo_AT_325",0.83,20
"21",0.518275985936297,0.517619686189616,5.94952054342102,789.694020997957,1.49262139700464e-233,3,-4709.00699532333,9426.01399064665,9447.18878152906,51962.4946145923,1468,1471,0.096,-0.0246,5.9434506348078,"YouToo_AT_326",0.83,21
"22",0.619966241315681,0.619630966716047,7.06542338656557,1849.12976406146,0,3,-7657.8228558973,15323.6457117946,15346.5558522365,113169.110700447,2267,2270,0.016,-0.0396,7.06075306102281,"YouToo_AT_327",0.83,22
"23",0.463436838870224,0.463078891464534,4.82151536279948,1294.70651694339,0,3,-8977.57168398967,17963.1433679793,17987.1701713611,69694.5371603468,2998,3001,0.31,0.0174,4.81910480584714,"YouToo_AT_328",0.83,23
"24",0.449536905230521,0.449413676420409,9.2952846874943,3647.98544125047,0,3,-32604.6597013278,65217.3194026556,65245.7112236211,771918.303844271,8934,8937,0.026,-0.0226,9.29372442148457,"YouToo_AT_329",0.83,24
"25",0.741212677300509,0.740209625662139,4.07700212669308,738.957645794709,3.46173148570788e-152,3,-1464.30759639247,2936.61519278494,2953.6228083176,8576.9243119869,516,519,0.423,0.0183,4.06520180635251,"YouToo_AT_330",0.83,25
"26",0.156312690788746,0.155549172861858,7.81329386981813,204.726942595643,2.69510510045209e-82,3,-7688.15427799169,15384.3085559834,15407.1169733436,134915.110022464,2210,2213,0.075,0.0113,7.80799612220723,"YouToo_AT_331",0.83,26
"27",0.345422616128939,0.344727366650584,6.42569293954846,496.832614598027,5.33676119681423e-174,3,-6183.15112011013,12374.3022402203,12396.471094073,77748.1845255824,1883,1886,0.094,-0.0157,6.4205803332971,"YouToo_AT_332",0.83,27
"28",0.733191387587464,0.732595167224531,6.71569886564626,1229.73221508338,1.67660319257998e-257,3,-2982.89850573047,5973.79701146094,5992.99769173415,40365.047072368,895,898,0.705,0.0183,6.7044717212129,"YouToo_AT_333",0.83,28
