"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","Sample_id","threshold"
"87",0.885418707882739,0.885416094288183,2.73035140006156,338774.31599574,0,3,-212489.174400943,424986.348801885,425023.874780772,653645.964381061,87681,87684,0.876,0.0136,2.73030469185788,"WildType_AT_wildtype_101",1,0.64
"88",0.959701929828644,0.959700665039787,1.14002857711392,758784.301759682,0,3,-98773.2814224494,197554.562844899,197590.812236585,82818.5627763413,63723,63726,0.809,0.0112,1.14000174249396,"WildType_AT_wildtype_102",2,0.64
"89",0.809842624958286,0.809838619874458,2.05708938862258,202203.664106952,0,3,-203236.937864368,406481.875728736,406519.720614976,401825.863610828,94958,94961,0.789,0.0041,2.05705689466766,"WildType_AT_wildtype_103",3,0.64
"90",0.936662012993744,0.936660994403364,1.8876360659852,919566.914657778,0,3,-255481.128569249,510970.257138498,511009.181107101,443130.06363341,124364,124367,0.579,0.0186,1.8876132989234,"WildType_AT_wildtype_104",4,0.64
"91",0.923465321965431,0.923463023488705,1.33967972357878,401772.752959333,0,3,-113973.971079677,227955.942159353,227992.367938719,119522.622366709,66596,66599,0.744,-0.0112,1.33964954981917,"WildType_AT_wildtype_105",5,0.64
"92",0.959881271483185,0.959880689887973,1.66804031882465,1650428.42820392,0,3,-266350.144030646,532708.288061292,532747.627053534,383856.961739298,137961,137964,0.739,0.0195,1.66802218312201,"WildType_AT_wildtype_106",6,0.64
"93",0.956132865892376,0.956131991949332,1.37242773782904,1094044.82680107,0,3,-174230.80134852,348469.602697039,348507.670048247,189088.493577627,100389,100392,0.541,0.0188,1.37240723164342,"WildType_AT_wildtype_107",7,0.64
"94",0.912138282017795,0.912137668843686,2.65122965414193,1487568.16315384,0,3,-686067.336487019,1372142.67297404,1372184.93610794,2014376.17302826,286580,286583,0.664,0.0176,2.65121577734223,"WildType_AT_wildtype_108",8,0.64
"95",0.886988980254275,0.886987845930063,3.23815702377645,781953.669811089,0,3,-516867.558526002,1033743.117052,1033783.92651514,2089341.33606995,199257,199260,0.577,0.0168,3.23813264731445,"WildType_AT_wildtype_109",9,0.64
"96",0.911749236350702,0.911748050798016,2.78342633903798,769049.95179191,0,3,-363655.943952697,727319.887905394,727359.531488959,1153418.92769397,148877,148880,0.143,-0.0183,2.78339829524069,"WildType_AT_wildtype_110",10,0.64
"97",0.950834809660949,0.950833702748195,1.88503059988743,858997.067479284,0,3,-182368.377503157,364744.755006313,364782.333195322,315653.884423024,88833,88836,0.584,0.0249,1.88499877078918,"WildType_AT_wildtype_111",11,0.64
"98",0.898237080652101,0.898235849855004,2.30203331616638,729801.104594484,0,3,-372519.161342682,745046.322685364,745086.386302899,876307.037159428,165361,165364,0.749,0.0173,2.30201243456194,"WildType_AT_wildtype_112",12,0.64
"99",0.927745389884118,0.927744753509504,2.2661963640343,1457860.46238286,0,3,-507997.034667551,1016002.0693351,1016043.4016538,1166212.75597098,227082,227085,0.872,0.0129,2.26618139472425,"WildType_AT_wildtype_113",13,0.64
"100",0.886969602639542,0.886967796493949,2.36927903195164,491084.221581298,0,3,-285565.480999003,571138.961998005,571177.911550589,702594.775672972,125162,125165,0.53,0.0176,2.36925063791302,"WildType_AT_wildtype_114",14,0.64
"101",0.948312230567645,0.948310988834346,1.59217695065436,763700.410890314,0,3,-156852.429768892,313712.859537784,313750.178143603,211043.569590178,83251,83254,0.725,0.0109,1.59214826390128,"WildType_AT_wildtype_115",15,0.64
"102",0.905994003101109,0.905991495639301,1.94504367141217,361319.163603942,0,3,-156281.874641923,312571.749283847,312608.649403992,283667.735574748,74981,74984,0.555,0.0118,1.94500476184893,"WildType_AT_wildtype_116",16,0.64
"103",0.907473082102155,0.90747176144933,1.5628774472034,687139.772794497,0,3,-261398.953049644,522805.906099287,522845.307288475,342262.466164326,140123,140126,0.778,0.0059,1.56286071705541,"WildType_AT_wildtype_117",17,0.64
"104",0.877650752019638,0.877649577013775,2.84436972693763,746933.083273555,0,3,-513199.603819393,1026407.20763879,1026448.19373227,1684858.22295532,208253,208256,0.769,0.0166,2.84434923979702,"WildType_AT_wildtype_118",18,0.64
"105",0.874505740418964,0.87450462118365,3.60998165756426,781342.162357313,0,3,-606073.902514363,1212155.80502873,1212197.08714936,2922418.72711287,224250,224253,0.722,0.0211,3.60995751077203,"WildType_AT_wildtype_119",19,0.64
"106",0.718944833041031,0.718941146346377,5.5138630794071,195010.680429456,0,3,-476660.204619799,953328.409239598,953368.148210839,4635497.54333168,152470,152473,0.607,-0.024,5.51380883481755,"WildType_AT_wildtype_120",20,0.64
"107",0.927677233509801,0.92767470359178,1.62367513675764,366682.724698296,0,3,-108842.393408885,217692.786817771,217728.602445765,150729.013979574,57174,57177,0.884,0.0165,1.62363254017767,"WildType_AT_wildtype_121",21,0.64
"108",0.778413338373852,0.778409407894635,2.56181094333093,198045.402411781,0,3,-266063.527034402,532135.054068803,532173.585994687,739983.87975741,112753,112756,0.51,-0.0128,2.56177686317577,"WildType_AT_wildtype_122",22,0.64
"109",0.863997061163736,0.863995866132333,3.01323266419645,722991.094025114,0,3,-574037.650760266,1148083.30152053,1148124.64319922,2066637.49375615,227614,227617,0.298,0.0283,3.01321280687521,"WildType_AT_wildtype_123",23,0.64
"110",0.929911036935318,0.92990971126291,1.58434324978214,701463.673145185,0,3,-198702.949331312,397413.898662624,397452.173768055,265425.087336724,105741,105744,0.703,0.0219,1.58432077539371,"WildType_AT_wildtype_124",24,0.64
"111",0.909085386466565,0.909084320682084,3.15573077285066,852973.000795278,0,3,-438149.475027392,876306.950054783,876347.138573454,1699003.17466852,170606,170609,0.565,0.0311,3.15570302743882,"WildType_AT_wildtype_125",25,0.64
"112",0.814364299194142,0.814363148803259,2.80429035838605,707902.25414477,0,3,-790735.339330666,1581478.67866133,1581521.41704584,2538002.37399648,322735,322738,0.68,0.0078,2.80427732476338,"WildType_AT_wildtype_126",26,0.64
"113",0.688484840188456,0.688478151869154,3.57765917646624,102938.392905234,0,3,-250925.210335308,501858.420670616,501896.188750822,1192312.54808244,93152,93155,0.715,0.0142,3.57760156783576,"WildType_AT_wildtype_127",27,0.64
"114",0.908019434252185,0.908018343860145,2.36658808347834,832745.838898907,0,3,-384731.85130281,769471.702605621,769511.846446631,944906.303893289,168711,168714,0.586,0.0134,2.36656704255757,"WildType_AT_wildtype_128",28,0.64
"115",0.946283681158923,0.946282899688564,1.68951509808769,1210901.56468283,0,3,-267170.508926082,534349.017852163,534388.342728896,392417.062634941,137475,137478,0.458,0.0204,1.68949666396388,"WildType_AT_wildtype_129",29,0.64
"116",0.843314286912298,0.843312325177587,2.1101289118677,429881.921475958,0,3,-345956.261574142,691920.523148285,691960.448484576,711274.261793622,159742,159745,0.621,0.0072,2.1101090977375,"WildType_AT_wildtype_130",30,0.64
"117",0.842271893849473,0.842270037722449,1.88464848375127,453779.231048021,0,3,-348865.810263842,697739.620527684,697779.793730656,603659.59684628,169954,169957,0.639,0.0126,1.88463185021926,"WildType_AT_wildtype_131",31,0.64
"118",0.905550496927551,0.905549584557084,2.49416449437624,992524.999528367,0,3,-483012.193351009,966032.386702018,966073.349467778,1287978.57665052,207042,207045,0.857,0.0087,2.49414642458323,"WildType_AT_wildtype_132",32,0.64
"119",0.898516266850473,0.898515751840561,2.95556221684031,1744658.20206422,0,3,-986301.486764673,1972610.97352935,1972654.51104025,3442635.59513375,394104,394107,0.506,0.0168,2.95555096773344,"WildType_AT_wildtype_133",33,0.64
"120",0.882704590982707,0.882703252169777,1.76018387913649,659318.842236014,0,3,-347709.407003443,695426.814006885,695467.109334278,542884.184610404,175223,175226,0.849,0.0117,1.76016881124063,"WildType_AT_wildtype_134",34,0.64
"121",0.920845687182601,0.920841140435929,1.11136198597053,202528.478835308,0,3,-53083.9783705004,106175.956741001,106209.788644729,43004.59840069,34818,34821,0.745,0.0179,1.11131411029532,"WildType_AT_wildtype_135",35,0.64
"122",0.831217927653741,0.831213711685506,2.36781829113227,197159.437925503,0,3,-182633.045374732,365274.090749463,365311.253425543,448906.32310091,80068,80071,0.574,0.0187,2.36777393349086,"WildType_AT_wildtype_136",36,0.64
"123",0.85586363748863,0.855861973250194,2.20273615755057,514267.438307029,0,3,-382576.709269864,765161.418539729,765201.667787604,840452.100363288,173216,173219,0.801,0.0137,2.20271708274618,"WildType_AT_wildtype_137",37,0.64
